time[s], wr_x[mm], wr_y[mm] 
18.5114,1775.2816,346.6481
18.5363,1776.1807,347.068
18.5371,1777.1082,347.5211
18.5444,1778.0381,348.0084
18.5514,1778.9593,348.4659
18.5616,1779.8245,348.7791
18.5832,1780.587,349.1582
18.5841,1781.4031,349.5958
18.5914,1782.2008,349.9661
18.6146,1783.0282,350.3819
18.6153,1783.8995,350.8337
18.6216,1784.7702,351.4082
18.6462,1785.6763,351.9061
18.6472,1786.5885,352.3335
18.6514,1787.4323,352.7331
18.6618,1788.2783,353.1029
18.6777,1789.0295,353.4704
18.6816,1789.9575,353.894
18.6914,1791.0103,354.3056
18.7091,1791.8889,354.8032
18.7114,1792.7973,355.2798
18.7217,1793.7164,355.6928
18.7403,1794.5834,356.0603
18.7416,1795.4651,356.4195
18.7514,1796.2872,356.7858
18.7714,1797.0726,357.197
18.7722,1797.8693,357.4998
18.7816,1798.7134,357.9417
18.7915,1799.5356,358.4596
18.8201,1800.3901,358.9219
18.8208,1801.2741,359.3625
18.8218,1802.1423,359.7031
18.8315,1802.9904,360.0304
18.8479,1803.7764,360.4137
18.8514,1804.5219,360.8252
18.8617,1805.2596,361.1464
18.8791,1806.0452,361.5438
18.8817,1806.8774,361.8939
18.8914,1807.7776,362.347
18.9105,1808.6362,362.8634
18.9113,1809.494,363.2937
18.9216,1810.313,363.6804
18.9427,1811.1626,363.9964
18.9436,1811.939,364.3374
18.9514,1812.6729,364.7542
18.973,1813.4271,365.107
18.9738,1814.2346,365.5292
18.9816,1815.1047,366.002
19.0044,1816.0477,366.4486
19.0054,1816.9958,366.9824
19.0115,1817.7935,367.3852
19.0356,1818.6277,367.7698
19.0364,1819.4096,368.1286
19.0417,1820.2104,368.4618
19.0668,1821.0071,368.8862
19.0678,1821.8309,369.3516
19.0714,1822.6867,369.8245
19.0817,1823.642,370.3378
19.1005,1824.5558,370.8579
19.1016,1825.462,371.3676
19.1114,1826.3782,371.8178
19.1314,1827.2882,372.2225
19.1322,1828.1601,372.6379
19.1416,1828.967,373.1393
19.1514,1829.8159,373.6153
19.1767,1830.6702,374.0774
19.1775,1831.564,374.5169
19.1815,1832.4233,374.9762
19.1914,1833.2222,375.4164
19.2083,1834.0051,375.7316
19.2114,1834.8613,376.0475
19.2217,1835.7117,376.4961
19.2392,1836.5552,376.9952
19.2416,1837.371,377.4437
19.2514,1838.2297,377.9291
19.271,1839.1016,378.4029
19.2719,1839.9251,378.8547
19.2815,1840.7076,379.2647
19.3021,1841.4787,379.6006
19.3033,1842.289,379.9331
19.3113,1843.1292,380.3308
19.3216,1843.983,380.8106
19.3315,1844.8307,381.3038
19.348,1845.6913,381.7964
19.3514,1846.5943,382.3
19.3617,1847.4203,382.7518
19.3792,1848.2406,383.2134
19.3816,1849.04,383.6278
19.3914,1849.9249,383.9556
19.4108,1850.7611,384.2707
19.4117,1851.5753,384.7455
19.4216,1852.395,385.1848
19.4419,1853.2051,385.6912
19.4428,1854.0873,386.1976
19.4533,1854.9859,386.6941
19.4615,1855.8644,387.1357
19.4713,1856.7526,387.6269
19.4816,1857.6367,387.8937
19.5045,1858.4731,388.2508
19.5055,1859.3126,388.7028
19.5115,1860.0995,389.1645
19.5215,1860.98,389.6158
19.5313,1861.9058,390.159
19.5417,1862.8526,390.6791
19.567,1863.7207,391.1461
19.568,1864.5656,391.5791
19.5712,1865.5014,391.8937
19.5814,1866.3527,392.297
19.5982,1867.1841,392.7242
19.6015,1868.0789,393.2844
19.6115,1868.9837,393.7458
19.6345,1869.9568,394.2629
19.6352,1870.8365,394.7686
19.6416,1871.7314,395.3049
19.6512,1872.5311,395.7225
19.6617,1873.3704,396.0876
19.6714,1874.2114,396.4442
19.6971,1875.0149,396.8896
19.6979,1875.8552,397.3233
19.7016,1876.736,397.8003
19.7114,1877.5823,398.313
19.7282,1878.437,398.8044
19.7313,1879.343,399.3677
19.7433,1880.1992,399.8158
19.7692,1881.1022,400.1731
19.7702,1881.95,400.5459
19.7712,1882.808,400.9735
19.7814,1883.6343,401.4039
19.8006,1884.482,401.9115
19.8017,1885.3413,402.4214
19.8114,1886.208,402.9523
19.8321,1887.0966,403.5015
19.8329,1887.9989,404.0412
19.8416,1888.9015,404.3859
19.8626,1889.7847,404.7606
19.8636,1890.6441,405.1992
19.8715,1891.4745,405.6444
19.8941,1892.2643,406.0841
19.8949,1893.1121,406.6365
19.9016,1893.9505,407.1343
19.9257,1894.842,407.6968
19.9267,1895.7835,408.218
19.9314,1896.702,408.6345
19.9417,1897.5808,409.0015
19.9514,1898.4297,409.4512
19.9617,1899.2673,409.8649
19.9714,1900.0202,410.3161
19.9887,1900.7944,410.7973
19.9914,1901.6401,411.3049
20.0017,1902.5201,411.8717
